Intraespecificidad epiteto,,,,
1187,Rinorea,cordata,NA,NA
1188,Rinorea,hymenosepala,NA,NA
1189,Rinorea,marginata,NA,NA
1190,Ayenia,cuatrecasae,NA,NA
1191,Ayenia,klugii,NA,NA
1192,Bernoullia,uribeana,NA,Algodón de monte
1193,Cavanillesia,chicamochae,NA,Ceiba barrigona
1194,Ceiba,samauma,NA,Volador
1195,Gaya,mutisiana,NA,NA
1196,Herrania,umbratica,NA,Cacao de monte
1197,Huberodendron,patinoi,NA,Carrá
1198,Matisia,carderi,NA,Cabuyo
1199,Matisia,dowdingii,NA,Almirajó de monte
1200,Matisia,serpicostata,NA,NA
1201,Matisia,sulcata,NA,NA
1202,Melochia,colombiana,NA,NA
1203,Pachira,mutisiana,NA,Jaguito
1204,Pachira,pulchra,NA,Motoso
1205,Pachira,quinata,NA,Ceiba Toluá
1206,Phragmotheca,lemniscata,NA,NA
1207,Phragmotheca,mambitana,NA,Zapote de montaña
1208,Phragmotheca,rubriflora,NA,NA
1209,Quararibea,cacao,NA,Cacao simarron | Palo bastón
1210,Quararibea,foenigraeca,NA,Verraquillo
1211,Quararibea,rangelii,NA,Guamo rosado | Coco cristal
1212,Quararibea,ruiziana,NA,NA
1213,Spirotheca,mahechae,NA,Palosanto
1214,Daphnopsis,anomala,NA,Falso Mare
1215,Adelobotrys,antioquiensis,NA,NA
1216,Allomaieta,hirsuta,NA,NA
1217,Blakea,argentea,NA,NA
1218,Blakea,clusiifolia,NA,Macanillo
1219,Blakea,discolor,NA,NA
1220,Blakea,longipes,NA,NA
1221,Blakea,muricata,NA,NA
1222,Blakea,schultzei,NA,NA
1223,Blakea,squamigera,NA,NA
1224,Blakea,superba,NA,NA
1225,Chalybea,corymbifera,NA,NA
1226,Chalybea,kirkbridei,NA,NA
1227,Chalybea,macrocarpa,NA,NA
1228,Chalybea,mutisiana,NA,NA
1229,Chalybea,occidentalis,NA,NA
1230,Graffenrieda,maklenkensis,NA,NA
1231,Henriettea,maguirei,NA,NA
1232,Killipia,pedunculata,NA,NA
1233,Meriania,albertiae,NA,NA
1234,Meriania,antioquiensis,NA,NA
1235,Meriania,arizae,NA,NA
1236,Meriania,barbosae,NA,NA
1237,Meriania,colombiana,NA,Tuno rojo
1238,Meriania,mutabilis,NA,NA
1239,Meriania,pallida,NA,NA
1240,Meriania,umbellata,NA,NA
1241,Meriania,versicolor,NA,NA
1242,Miconia,acanthocoryne,NA,NA
1243,Miconia,annulata,NA,Tuno
1244,Miconia,antioquiensis,NA,NA
1245,Miconia,bella,NA,NA
1246,Miconia,blakeifolia,NA,NA
1247,Miconia,caucana,NA,NA
1248,Miconia,macrantha,NA,NA
1249,Miconia,majalis,NA,Flor de mayo
1250,Miconia,miocarpa,NA,Tuno
1251,Miconia,parvifolia,NA,NA
1252,Miconia,pastoensis,NA,NA
1253,Miconia,rava,NA,NA
1254,Miconia,reclinata,NA,Tunito
1255,Miconia,rigens,NA,NA
1256,Miconia,setosa,NA,NA
1257,Miconia,subsessilifolia,NA,Nigüito
1258,Miconia,voronovii,NA,Tuno
1259,Mouriri,colombiana,NA,NA
1260,Tibouchina,paleacea,NA,NA
1261,Eugenia,variareolata,NA,NA
1262,Myrcia,estoraquensis,NA,Guayabillo
1263,Myrcia,lozanoi,NA,Guayabo liso
1264,Myrcia,pseudobrunneica,NA,NA
1265,Vochysia,antioquiae,NA,NA
1266,Vochysia,artantha,NA,NA
1267,Vochysia,magna,NA,NA
1268,Vochysia,pacifica,NA,Sorogá
1269,Brunellia,amayensis,NA,NA
1270,Brunellia,boqueronensis,NA,Cedrillo
1271,Brunellia,latifolia,NA,NA
1272,Brunellia,macrophylla,NA,Aliso
1273,Brunellia,occidentalis,NA,Cedrillo de rastrojo
1274,Brunellia,pallida,NA,Maní
1275,Brunellia,racemifera,NA,Chiraco
1276,Brunellia,rufa,NA,NA
1277,Brunellia,stuebelii,NA,NA
1278,Brunellia,velutina,NA,NA
1279,Rourea,antioquensis,NA,NA
1280,Weinmannia,parvifoliolata,NA,NA
1281,Weinmannia,tolimensis,NA,Encenillo
1282,Sloanea,esmeraldana,NA,NA
1283,Sloanea,garcia-cossioi,NA,NA
1284,Sloanea,helianthoides,NA,NA
1285,Sloanea,huilaeana,NA,NA
1286,Sloanea,loquitoi,NA,NA
1287,Sloanea,pseudogranulosa,NA,NA
1288,Ficus,eliadis,NA,Copé | Matapalo
1289,Ficus,guatiquiae,NA,NA
1290,Ficus,tequendamae,NA,Tapás
1291,Karwinskia,colombiana,NA,NA
1292,Ampelocera,albertiae,NA,Costillo
1293,Cecropia,goudotiana,NA,Yarumo
1294,Cecropia,multisecta,NA,NA
1295,Coussapoa,tolimensis,NA,NA
1296,Mauria,cuatrecasasii,NA,Palo Hernández
1297,Mauria,obtusifolia,NA,Tatacuá
1298,Dacryodes,colombiana,NA,Anime blanco
1299,Dacryodes,hydriflora,NA,NA
1300,Cedrela,odorata,NA,Cedro
1301,Ruagea,smithii,NA,Fresno
1302,Swietenia,macrophylla,NA,Caoba
1303,Trichilia,carinata,NA,NA
1304,Trichilia,oligofoliolata,NA,NA
1305,Zanthoxylum,gentryi,NA,NA
1306,Cupania,semiglabra,NA,NA
1307,Melicoccus,antioquensis,NA,Mamoncillo silvestre
1308,Paullinia,globosa,NA,NA
1309,Talisia,stricta,NA,Matapuerco
1310,Bulnesia,arborea,NA,Guayacán | Guayacán de bola | Guayacán garrapo
1311,Guaiacum,officinale,NA,Guayacán | Guayacán de playa | Guayacán extranjero | Guayacán negro | Guayaco | Palosanto | Florazul
1312,Hedyosmum,steinii,NA,NA
1313,Acropora,cervicornis,NA,Coral cuerno de ciervo
1314,Acropora,palmata,NA,Coral cuernos de alce
1315,Dendrogyra,cylindrus,NA,Coral Pilar
1316,Mussa,angulosa,NA,NA
1317,Gorgonia,ventalina,NA,Abanico de mar
1318,Pacifigorgia,cairnsi,NA,Abanico de mar
1319,Pacifigorgia,irene,NA,Abanico de mar
1320,Muricea,austera,NA,Candelabro de mar
1321,Muricea,crassa,NA,Candelabro de mar
1322,Megaphobema,robustum,NA,Tarántula gigante de patas rojas
1323,Pamphobeteus,ferox,NA,Taránula feroz
1324,Pamphobeteus,fortis,NA,Tarántula de piedemonte
1325,Xenesthis,immanis,NA,Tarántula mutualista
1326,Surazomus,sturmi,NA,Escorpion de cola corta sabanero
1327,Chactas,oxfordi,NA,Escorpión de pinzas gordas de la Sierra Nevada de Santa Marta
1328,Tityus,columbianus,NA,Escorpión de cola gorda de la Cordillera Oriental
1329,Tityus,engelkei,NA,Escorpión de cola gorda de la Sierra Nevada de Santa Marta
1330,Carpilius,corallinus,NA,Cangrejo de coral | Cangrejo reina | Cangrejo moro
1331,Cardisoma,guanhumi,NA,Cangrejo azul de tierra | Cangrejo bandolero | Cangrejo de tierra petirrojo | Cangrejo pasiao | Pollo de tierra | Cangrejo azul manglero
1332,Gecarcinus,lateralis,NA,Cangrejo rojo
1333,Gecarcinus,ruricola,NA,Cangrejo Negro | Cangrejo Zombie | Cangrejo Rural | Black Land Crab | Black Crab | Malata
1334,Emerita,portoricensis,NA,Cangrejo de arena
1335,Hippa,testudinaria,NA,Cangrejo de arena
1336,Maguimithrax,spinosissimus,NA,Cangrejo rey del caribe
1337,Panulirus,argus,NA,Langosta espinosa | Spiny lobster
1338,Penaeus,occidentalis,NA,Camarón blanco del Pacífico | Camarón langostino
1339,Penaeus,schmitti,NA,Camarón blanco | Langostino
1340,Callinectes,sapidus,NA,Jaiba azul
1341,Callinectes,bocourti,NA,Jaiba roja
1342,Chaceus,curumanensis,NA,NA
1343,Chaceus,ibiricensis,NA,NA
1344,Hypolobocera,andagoensis,NA,NA
1345,Hypolobocera,buenaventurensis,NA,NA
1346,Hypolobocera,cajambrensis,NA,NA
1347,Hypolobocera,emberarum,NA,NA
1348,Hypolobocera,rotundilobata,NA,NA
1349,Lindacatalina,sinuensis,NA,NA
1350,Lindacatalina,sumacensis,NA,NA
1351,Neostrengeria,alexae,NA,NA
1352,Neostrengeria,lemaitrei,NA,NA
1353,Neostrengeria,libradensis,NA,NA
1354,Neostrengeria,macarenae,NA,NA
1355,Neostrengeria,macropa,NA,Cangrejo sabanero
1356,Neostrengeria,natashae,NA,NA
1357,Neostrengeria,sketi,NA,NA
1358,Phallangothelphusa,juansei,NA,NA
1359,Strengeriana,antioquensis,NA,NA
1360,Strengeriana,casallasi,NA,NA
1361,Strengeriana,flagellata,NA,NA
1362,Strengeriana,foresti,NA,NA
1363,Strengeriana,huilensis,NA,NA
1364,Strengeriana,villaensis,NA,NA
1365,Bottiella,cucutensis,NA,NA
1366,Bottiella,medemi,NA,NA
1367,Bottiella,niceforei,NA,NA
1368,Macrodontia,cervicornis,NA,Escarabajo Longicornio de Grandes mandíbulas
1369,Titanus,giganteus,NA,Escarabajo Longicornio Gigante
1370,Proculus,opacus,NA,Escarabajo Unicornio de la madera muerta
1371,Dynastes,neptunus,NA,Escarabajo Rinoceronte Andino
1372,Megasoma,mars,NA,Escarabajo Elefante Amazónico
1373,Aglae,caerulea,NA,Abejita amazónica
1374,Eufriesea,auripes,NA,Abejita estacional amazónica
1375,Eufriesea,chrysopyga,NA,Abejita de la Sierra Nevada
1376,Eufriesea,dressleri,NA,Abejita verde de la Macarena
1377,Eufriesea,lucida,NA,Abejita del Anchicayá
1378,Eufriesea,lucifera,NA,Abejita del Pacífico
1379,Exaerete,dentata,NA,Abeja esmeralda
1380,Exaerete,frontalis,NA,Abejita verde del Llano
1381,Exaerete,smaragdina,NA,NA
1382,Melipona,eburnea,NA,Abeja real
1383,Melipona,favosa,NA,Abeja rabipintada
1384,Cephalotes,palta,NA,Hormiga cabezona de la Sierra
1385,Cephalotes,patei,NA,Hormiga cabezona de las Orquídeas
1386,Editha,magnifica,NA,Avispa cavadora
1387,Charterginus,zavattari,NA,Avispita del Pacífico
1388,Montezumia,colombiana,NA,Avispa colombiana
1389,Zethus,neotomitus,NA,Avispa llanera
1390,Zethus,restrepoicus,NA,Avispa llanera de Restrepo
1391,Zethus,satanicus,NA,Avispa valluna
1392,Arhuaco,ica,NA,Mariposa de los arhuacos
1393,Lymanopoda,caeruleata,NA,Limanopoda azul de la Sierra Nevada
1394,Lymanopoda,paramera,NA,Limanopoda blanca de la Serranía de Valledupar
1395,Morpho,rhodopteron,NA,Morfo anacarada de la Sierra Nevada
1396,Prepona,praeneste,NA,Prepona roja de montaña
1397,Prepona,werneri,NA,Prepona azul del Chocó
1398,Pterourus,euterpinus,NA,Papilio bandirojo de montaña
1399,Copaxa,apollinairei,NA,Polilla de Apolinar
1400,Syssphinx,chocoensis,NA,Polilla del Chocó
1401,Anadara,tuberculosa,NA,Piangua | Piangua hembra (Colombia) | Concha negra (Perú) | Pata de mula (México) | Arca
1402,Larkinia,grandis,NA,Sangara | Pata de mula (Colombia) | Pata de burro (Perú) | Pata de buey (México) | Arca casco de burro
1403,Anomalocardia,flexuosa,NA,Chipi-chipi
1404,Polymesoda,arctata,NA,Guacuco de marjal esbelto | Almeja
1405,Cittarium,pica,NA,Burgao | Cigua | Burgao antillano | Wilks
1406,Muracypraea,mus,NA,Caracol porcelana (Venezuela)
1407,Aliger,gigas,NA,Caracol de pala (Colombia) | Botuto (Venezuela) | Guarura (Venezuela) | Caracol reina (México) | Caracol rosado (México) | Concha reina (Cuba) | Cobo (Cuba) | Carcó (Aruba)
1408,Anachis,coseli,NA,NA
1409,Acostaea,rivolii,NA,Ostra del río Magdalena
1410,Diplodontites,olssoni,NA,Almeja del río Sinú
1411,Holothuria,mexicana,NA,Pepino de mar | Molongo
1412,Isostichopus,badionotus,NA,Pepino de mar | Molongo café
1413,Ophiothrix,synoecina,NA,Estrella quebradiza
1414,Ginglymostoma,cirratum,NA,Pejebobo | Tiburón gato | Nodriza
1415,Alopias,pelagicus,NA,Tiburón Zorro
1416,Carcharhinus,falciformis,NA,Tiburón Sedoso
1417,Carcharhinus,limbatus,NA,Tollo aletinegro | Tiburón macuira
1418,Carcharhinus,longimanus,NA,Tiburón Punta Blanca Oceánico
1419,Sphyrna,lewini,NA,Cachuda
1420,Sphyrna,mokarran,NA,Cornuda Gigante
1421,Mustelus,henlei,NA,Tollo Vieja
1422,Mustelus,lunulatus,NA,Tollo Vieja
1423,Mustelus,minicanis,NA,Tiburón Mamón Enano
1424,Diplobatis,colombiensis,NA,Raya Eléctrica Colombiana
1425,Diplobatis,guamachensis,NA,Raya Torpedo Redondo
1426,Pristis,pectinata,NA,Pez Sierra- Pez peine | Pejepeine | Guacapá
1427,Pristis,pristis,NA,Pez Sierra
1428,Pseudobatos,leucorhynchus,NA,Raya Guitarra
1429,Hypanus,longus,NA,Raya Látigo
1430,Paratrygon,aiereba,NA,Raya manta
1431,Potamotrygon,motoro,NA,Raya | Raya motoro
1432,Potamotrygon,schroederi,NA,Guacamaya
1433,Potamotrygon,yepezi,NA,Raya | Raya de río
1434,Megalops,atlanticus,NA,Sábalo | Tarpón
1435,Arapaima,gigas,NA,Paiche | Pirarucú
1436,Osteoglossum,bicirrhosum,NA,Arawuana | Arahuana | Aroana
1437,Osteoglossum,ferreirai,NA,Arawuana azul | Arawana | Aroana
1438,Abramites,eques,NA,Totumito | Abramite | Bonito | Viejo
1439,Leporinus,muyscorum,NA,Comelón | Mohino | Liso | Cuatrojos | Dientón | Cuatro ojos | Monelodo | Mamaburra | Liseta
1440,Brycon,labiatus,NA,Sabaleta de piedra
1441,Brycon,moorei,NA,Dorada | Mueluda | Sardinata | Lisa
1442,Cynopotamus,atratoensis,NA,Cachana
1443,Genycharax,tarpon,NA,Boquiancha | Boquifarol
1444,Salminus,affinis,NA,Picuda | Picuda de río | Rubia | Salmón | Dorada | Rubio | Rayada
1445,Characidium,phoxocephalum,NA,Rollizo | Rollicito
1446,Curimata,mivartii,NA,Vizcaína | Cachaca | Sardina | Viscaíno
1447,Pseudocurimata,patiae,NA,Nayo
1448,Parodon,caliensis,NA,Rollizo
1449,Ichthyoelephas,longirostris,NA,Jetudo | Pataló | Pataló hocicón | Besote | Jetón
1450,Prochilodus,magdalenae,NA,Bocachico | Pescado | Chico de boca
1451,Prochilodus,reticulatus,NA,Bocachico
1452,Mylossoma,acanthogaster,NA,Pámpano
1453,Ariopsis,canteri,NA,Chivo Cabezón
1454,Cathorops,mapale,NA,Chivo Mapalé
1455,Sciades,proops,NA,Bagre | chivo mozo
1456,Ageneiosus,pardalis,NA,Doncella | Niña | Gata | Fría | Señorita | Barbul | Rollera
1457,Callichthys,fabricioi,NA,Roño
1458,Doraops,zuloagai,NA,Mariana
1459,Rhinodoras,thomersoni,NA,Mariano
1460,Pimelodella,macrocephala,NA,Micudo | Chiribí | Chirirí | Chirrirí | Picudo | Picalón | Picaló
1461,Panaque,cochliodon,NA,Corroncho | Coroncoro | Casasola | Guacarote | Cucha real | Chipe | Corroncorro | Roncho | Barbón
1462,Brachyplatystoma,filamentosum,NA,Valentón | Plumita | Lechero
1463,Brachyplatystoma,juruense,NA,Apuy | Manta negra | Camisa rayada | Siete babas | Rayado | Camiseta | Camiseto | Flamengo
1464,Brachyplatystoma,platynemum,NA,Baboso | Flemoso | Saliboro | Garbanzo | Jipi | Hipe
1465,Brachyplatystoma,rousseauxii,NA,Dorado | Plateado
1466,Brachyplatystoma,vaillantii,NA,Blanco pobre | Capaz | Pujón | Pirabutón | Piramutaba
1467,Pimelodus,coprophagus,NA,Mierderito | Bagre | Rampuche
1468,Pimelodus,grosskopfii,NA,Capaz | Barbudo | Barbule | Barbul negro | Barbudo cañero
1469,Platysilurus,malarmo,NA,Malarmo
1470,Pseudoplatystoma,magdaleniatum,NA,Bagre rayado | Bagre | Pintadillo
1471,Pseudoplatystoma,metaense,NA,Bagre rayado | Bagre rayao | Cabezón
1472,Pseudoplatystoma,orinocoense,NA,Bagre rayado | Bagre rayao | Cabezón
1473,Pseudoplatystoma,punctifer,NA,Pintadillo rayado | Bagre rayado
1474,Pseudoplatystoma,tigrinum,NA,Pintadillo tigre | Bagre rayado
1475,Sorubim,cuspicaudus,NA,Bagre blanco | Blanquillo | Paletón | Gallego | Cucharo | Antioqueño
1476,Zungaro,zungaro,NA,Amarillo | Toro | Toruno | Tijereta | Pacamú | Pejenegro | Chontaduro | Bagresapo
1477,Cruciglanis,pacifici,NA,Capitán
1478,Eremophilus,mutisii,NA,Capitán de la Sabana | Chimbe | Guamuhyca | Capitán rey
1479,Trichomycterus,cachiraensis,NA,Laucha
1480,Trichomycterus,donascimientoi,NA,Bagrecito cavernicola | Laucha
1481,Trichomycterus,gorgona,NA,Laucha
1482,Trichomycterus,rosablanca,NA,Bagrecito cavernicola | Laucha
1483,Trichomycterus,sandovali,NA,Bagrecito cavernicola | Laucha
1484,Trichomycterus,santanderensis,NA,Bagrecito cavernicola | Laucha
1485,Trichomycterus,sketi,NA,Bagrecito cavernicola | Laucha
1486,Trichomycterus,uisae,NA,Bagrecito cavernicola | Laucha
1487,Apteronotus,magdalenensis,NA,Perrita | Caballo | El original perro
1488,Gymnotus,henni,NA,Beringo | Culebra | Mayupa
1489,Batrachoides,manglae,NA,Guasa lagunar | sapo lagunero
1490,Gambusia,nicaraguensis,NA,Pipón de san Andrés
1491,Gambusia,lemaitrei,NA,Pipón de Totumo
1492,Austrofundulus,guajira,NA,Pez anual de la Guajira
1493,Hippocampus,erectus,NA,Caballito Estriado
1494,Hippocampus,ingens,NA,Caballito de Mar del Pacífico
1495,Hippocampus,reidi,NA,Caballito de Mar Hocico Largo
1496,Joturus,pichardi,NA,Bobo | Joturo
1497,Mugil,incilis,NA,Lisa Rayada
1498,Mugil,liza,NA,Lebranche
1499,Caranx,hippos,NA,Jurel Aleta Amarilla
1500,Centropomus,undecimalis,NA,Róbalo blanco | Róbalo carita larga | Róbalo comun
1501,Acanthemblemaria,stephensi,NA,Trambollín-cirripedio Capetón
1502,Pterophyllum,altum,NA,Escalar | Escalar altum
1503,Eugerres,plumieri,NA,Mojarra rayada
1504,Tigrigobius,nesiotes,NA,Gobio Bandeado
1505,Anisotremus,moricandi,NA,Burrito rayado
1506,Makaira,nigricans,NA,Marlín Azul
1507,Halichoeres,malpelo,NA,Señorita Verde-Azul
1508,Lachnolaimus,maximus,NA,Pargo pluma
1509,Lutjanus,analis,NA,Pargo Palmero
1510,Lutjanus,cyanopterus,NA,Pargo dientón | Pargo cubera | Pargo tabardillo
1511,Stegastes,beebei,NA,Castañeta Coliblanca del Sur
1512,Scarus,coelestinus,NA,Loro negro
1513,Scarus,coeruleus,NA,Guacamaya azul
1514,Scarus,guacamaia,NA,Guacamaia
1515,Cynoscion,phoxocephalus,NA,Pelada
1516,Thunnus,obesus,NA,Atún Ojo Grande
1517,Epinephelus,cifuentesi,NA,Cherna Verde
1518,Epinephelus,itajara,NA,Mero guasa
1519,Epinephelus,striatus,NA,Cherna | Mero criollo
1520,Mycteroperca,bonaci,NA,Cherna Negra
1521,Mycteroperca,cidi,NA,Cherna blanca
1522,Mycteroperca,olfax,NA,Mero Bacalao
1523,Mycteroperca,venenosa,NA,Cherna
1524,Axoclinus,rubinoffi,NA,Tres Aletas Ojo Negro
1525,Lepidonectes,bimaculatus,NA,Triple Aleta Candela
1526,Balistes,vetula,NA,Pejepuerco | Cachuo | Cachua
1527,Bolitoglossa,capitana,NA,Salamandra de Albán
1528,Bolitoglossa,guaneae,NA,Salamandra
1529,Bolitoglossa,hiemalis,NA,Salamandra
1530,Bolitoglossa,hypacra,NA,Salamandra
1531,Bolitoglossa,leandrae,NA,Salamandra
1532,Bolitoglossa,pandi,NA,Salamandra de Pandi
1533,Bolitoglossa,tamaense,NA,Salamandra
1534,Bolitoglossa,tatamae,NA,Salamandra
1535,Bolitoglossa,yariguiensis,NA,Salamandra
1536,Hyloxalus,cepedai,NA,NA
1537,Allobates,ignotus,NA,NA
1538,Allobates,juanii,NA,NA
1539,Hyloxalus,picachos,NA,NA
1540,Allobates,ranoides,NA,Rana saltona de Villavicencio
1541,Atelopus,angelito,NA,Rana arlequín
1542,Atelopus,ardila,NA,Rana arlequín
1543,Atelopus,arsyecue,NA,Rana arlequín
1544,Atelopus,carrikeri,NA,Rana arlequín
1545,Atelopus,chocoensis,NA,Rana arlequín
1546,Atelopus,ebenoides,NA,Rana arlequín
1547,Atelopus,elegans,NA,Rana arlequín
1548,Atelopus,eusebianus,NA,Rana arlequín
1549,Atelopus,famelicus,NA,Rana arlequín
1550,Atelopus,farci,NA,Rana arlequín
1551,Atelopus,gigas,NA,Rana arlequín
1552,Atelopus,glyphus,NA,Rana arlequín
1553,Atelopus,laetissimus,NA,Rana arlequín
1554,Atelopus,longibrachius,NA,Rana arlequín
1555,Atelopus,lozanoi,NA,Rana arlequín
1556,Atelopus,marinkellei,NA,Rana arlequín
1557,Atelopus,minutulus,NA,Rana arlequín
1558,Atelopus,mittermeieri,NA,Rana arlequín
1559,Atelopus,monohernandezii,NA,Rana arlequín
1560,Atelopus,muisca,NA,Rana arlequín
1561,Atelopus,nahumae,NA,Rana arlequín
1562,Atelopus,nicefori,NA,Rana arlequín
1563,Atelopus,nocturnus,NA,Rana arlequín
1564,Atelopus,pastuso,NA,Rana arlequín
1565,Atelopus,pedimarmoratus,NA,Rana arlequín
1566,Atelopus,petriruizi,NA,Rana arlequín
1567,Atelopus,pictiventris,NA,Rana arlequín
1568,Atelopus,quimbaya,NA,Rana arlequín
1569,Atelopus,sanjosei,NA,Rana arlequín
1570,Atelopus,sernai,NA,Rana arlequín
1571,Atelopus,simulatus,NA,Rana arlequín
1572,Atelopus,sonsonensis,NA,Rana arlequín
1573,Atelopus,subornatus,NA,Rana arlequín
1574,Osornophryne,percrassa,NA,NA
1575,Osornophryne,talipes,NA,NA
1576,Rhaebo,andinophrynoides,NA,NA
1577,Rhaebo,atelopoides,NA,NA
1578,Rhaebo,blombergi,NA,NA
1579,Rhaebo,colomai,NA,NA
1580,Rhinella,acrolopha,NA,NA
1581,Rhinella,cristinae,NA,NA
1582,Rhinella,lindae,NA,NA
1583,Rhinella,macrorhina,NA,NA
1584,Rhinella,nicefori,NA,NA
1585,Rhinella,rostrata,NA,NA
1586,Rhinella,ruizi,NA,NA
1587,Rhinella,tenrec,NA,NA
1588,Centrolene,sanchezi,NA,Rana de cristal
1589,Centrolene,ballux,NA,Rana de cristal gigante de Burrowes
1590,Centrolene,geckoidea,NA,Rana de cristal gigante del pacífico
1591,Centrolene,heloderma,NA,Rana de cristal
1592,Centrolene,huilense,NA,Rana de cristal del Huila
1593,Centrolene,medemi,NA,Rana de cristal de Medem
1594,Centrolene,petrophilum,NA,Rana de cristal gigante de Boyacá
1595,Centrolene,quindianum,NA,Rana de cristal
1596,Centrolene,lynchi,NA,Rana de cristal de Lynch
1597,Centrolene,solitaria,NA,Rana de cristal
1598,Nymphargus,balionotus,NA,Rana de cristal de Mindo
1599,Cochranella,litoralis,NA,Rana de cristal
1600,Nymphargus,megistus,NA,Rana de cristal
1601,Cochranella,xanthocheridia,NA,Rana de cristal
1602,Hyalinobatrachium,esmeralda,NA,Rana de cristal
1603,Ikakogi,tayrona,NA,Rana de cristal gigante del Magdalena
1604,Nymphargus,armatus,NA,Rana de cristal
1605,Nymphargus,caucanus,NA,Rana de cristal
1606,Nymphargus,cristinae,NA,Rana de cristal
1607,Nymphargus,garciae,NA,Rana de cristal
1608,Nymphargus,luminosus,NA,Rana de cristal
1609,Nymphargus,luteopunctatus,NA,Rana de cristal
1610,Nymphargus,megacheirus,NA,Rana de cristal de Santa Rosa
1611,Nymphargus,prasinus,NA,Rana de cristal del Rio Calima
1612,Nymphargus,rosada,NA,Rana de cristal
1613,Nymphargus,ruizi,NA,Rana de cristal de Ruiz
1614,Rulyrana,adiazeta,NA,Rana de cristal
1615,Sachatamia,electrops,NA,Rana de cristal
1616,Sachatamia,punctulata,NA,Rana de cristal
1617,Atopophrynus,syntomopus,NA,Rana de pies pequeños
1618,Geobatrachus,walkeri,NA,NA
1619,Niceforonia,adenobrachia,NA,NA
1620,Niceforonia,brunnea,NA,NA
1621,Niceforonia,dolops,NA,NA
1622,Niceforonia,latens,NA,NA
1623,Niceforonia,nana,NA,NA
1624,Pristimantis,actinolaimus,NA,NA
1625,Pristimantis,acutirostris,NA,NA
1626,Pristimantis,aemulatus,NA,NA
1627,Pristimantis,affinis,NA,NA
1628,Pristimantis,alalocophus,NA,NA
1629,Pristimantis,albericoi,NA,NA
1630,Pristimantis,angustilineatus,NA,NA
1631,Pristimantis,anolirex,NA,NA
1632,Pristimantis,apiculatus,NA,NA
1633,Pristimantis,aurantiguttatus,NA,NA
1634,Pristimantis,bacchus,NA,NA
1635,Pristimantis,batrachites,NA,NA
1636,Pristimantis,bellona,NA,NA
1637,Pristimantis,bernali,NA,NA
1638,Pristimantis,bicolor,NA,NA
1639,Pristimantis,cacao,NA,NA
1640,Pristimantis,calcaratus,NA,NA
